"day","confirmed","tests","deaths","downloaded"
2022-03-25,1096690,8423487,17464,2022-08-10 06:45:40
2022-03-26,1099114,8430392,17515,2022-08-10 06:45:40
2022-03-27,1100399,8434273,17558,2022-08-10 06:45:40
2022-03-28,1103594,8444337,17592,2022-08-10 06:45:40
2022-03-29,1107334,8455586,17624,2022-08-10 06:45:40
2022-03-30,1110803,8465956,17654,2022-08-10 06:45:40
2022-03-31,1113808,8475509,17692,2022-08-10 06:45:40
2022-04-01,1116207,8483732,17732,2022-08-10 06:45:40
2022-04-02,1117988,8489608,17769,2022-08-10 06:45:40
2022-04-03,1118916,8493350,17797,2022-08-10 06:45:40
2022-04-04,1121144,8502452,17838,2022-08-10 06:45:40
2022-04-05,1123668,8512306,17878,2022-08-10 06:45:40
2022-04-06,1125639,8520770,17900,2022-08-10 06:45:40
2022-04-07,1127456,8528355,17949,2022-08-10 06:45:40
2022-04-08,1129298,8535664,17972,2022-08-10 06:45:40
2022-04-09,1130302,8540350,18004,2022-08-10 06:45:40
2022-04-10,1131033,8543983,18038,2022-08-10 06:45:40
2022-04-11,1132729,8552049,18061,2022-08-10 06:45:40
2022-04-12,1134575,8560666,18100,2022-08-10 06:45:40
2022-04-13,1136089,8568309,18128,2022-08-10 06:45:40
2022-04-14,1137471,8575013,18151,2022-08-10 06:45:40
2022-04-15,1138855,8581514,18180,2022-08-10 06:45:40
2022-04-16,1139639,8585300,18204,2022-08-10 06:45:40
2022-04-17,1140124,8588235,18232,2022-08-10 06:45:40
2022-04-18,1140601,8591568,18268,2022-08-10 06:45:40
2022-04-19,1141856,8599590,18299,2022-08-10 06:45:40
2022-04-20,1143245,8607401,18336,2022-08-10 06:45:40
2022-04-21,1144415,8614173,18362,2022-08-10 06:45:40
2022-04-22,1145293,8619691,18380,2022-08-10 06:45:40
2022-04-23,1145802,8623560,18413,2022-08-10 06:45:40
2022-04-24,1146099,8626207,18443,2022-08-10 06:45:40
2022-04-25,1147008,8633201,18469,2022-08-10 06:45:40
2022-04-26,1148002,8640193,18493,2022-08-10 06:45:40
2022-04-27,1148748,8645979,18523,2022-08-10 06:45:40
2022-04-28,1149395,8650897,18546,2022-08-10 06:45:40
2022-04-29,1149993,8655794,18567,2022-08-10 06:45:40
2022-04-30,1150264,8658779,18591,2022-08-10 06:45:40
2022-05-01,1150382,8660549,18612,2022-08-10 06:45:40
2022-05-02,1150650,8663530,18633,2022-08-10 06:45:40
2022-05-03,1150900,8665514,18647,2022-08-10 06:45:40
2022-05-04,1151115,8667367,18662,2022-08-10 06:45:40
2022-05-05,1151312,8669214,18682,2022-08-10 06:45:40
2022-05-06,1151530,8671137,18701,2022-08-10 06:45:40
2022-05-07,1151567,8671862,18718,2022-08-10 06:45:40
2022-05-08,1151585,8672370,18726,2022-08-10 06:45:40
2022-05-09,1151887,8674809,18739,2022-08-10 06:45:40
2022-05-10,1152124,8676516,18751,2022-08-10 06:45:40
2022-05-11,1152359,8678206,18760,2022-08-10 06:45:40
2022-05-12,1152528,8679715,18773,2022-08-10 06:45:40
2022-05-13,1152712,8681441,18786,2022-08-10 06:45:40
2022-05-14,1152747,8682213,18796,2022-08-10 06:45:40
2022-05-15,1152768,8682719,18801,2022-08-10 06:45:40
2022-05-16,1153053,8684780,18808,2022-08-10 06:45:40
2022-05-17,1153258,8686357,18819,2022-08-10 06:45:40
2022-05-18,1153442,8687757,18832,2022-08-10 06:45:40
2022-05-19,1153586,8689095,18842,2022-08-10 06:45:40
2022-05-20,1153751,8690540,18849,2022-08-10 06:45:40
2022-05-21,1153786,8691207,18858,2022-08-10 06:45:40
2022-05-22,1153803,8691723,18865,2022-08-10 06:45:40
2022-05-23,1154054,8693365,18875,2022-08-10 06:45:40
2022-05-24,1154219,8694708,18886,2022-08-10 06:45:40
2022-05-25,1154388,8695966,18889,2022-08-10 06:45:40
2022-05-26,1154518,8697269,18894,2022-08-10 06:45:40
2022-05-27,1154667,8698779,18903,2022-08-10 06:45:40
2022-05-28,1154694,8699458,18912,2022-08-10 06:45:40
2022-05-29,1154707,8699826,18919,2022-08-10 06:45:40
2022-05-30,1154914,8701478,18926,2022-08-10 06:45:40
2022-05-31,1155082,8702748,18930,2022-08-10 06:45:40
2022-06-01,1155246,8703887,18937,2022-08-10 06:45:40
2022-06-02,1155399,8705039,18947,2022-08-10 06:45:40
2022-06-03,1155539,8706061,18952,2022-08-10 06:45:40
2022-06-04,1155571,8706478,18954,2022-08-10 06:45:40
2022-06-05,1155584,8706811,18958,2022-08-10 06:45:40
2022-06-06,1155804,8708077,18962,2022-08-10 06:45:40
2022-06-07,1156022,8709152,18967,2022-08-10 06:45:40
2022-06-08,1156229,8710205,18975,2022-08-10 06:45:40
2022-06-09,1156452,8711257,18979,2022-08-10 06:45:40
2022-06-10,1156635,8712235,18985,2022-08-10 06:45:40
2022-06-11,1156671,8712736,18988,2022-08-10 06:45:40
2022-06-12,1156694,8712979,18996,2022-08-10 06:45:40
2022-06-13,1156982,8714250,19001,2022-08-10 06:45:40
2022-06-14,1157250,8715205,19011,2022-08-10 06:45:40
2022-06-15,1157494,8716181,19014,2022-08-10 06:45:40
2022-06-16,1157691,8717033,19017,2022-08-10 06:45:40
2022-06-17,1157930,8717977,19020,2022-08-10 06:45:40
2022-06-18,1157975,8718250,19026,2022-08-10 06:45:40
2022-06-19,1158000,8718498,19033,2022-08-10 06:45:40
2022-06-20,1158399,8719820,19036,2022-08-10 06:45:40
2022-06-21,1158733,8720790,19041,2022-08-10 06:45:40
2022-06-22,1159090,8721914,19047,2022-08-10 06:45:40
2022-06-23,1159426,8722904,19051,2022-08-10 06:45:40
2022-06-24,1159467,8723090,19054,2022-08-10 06:45:40
2022-06-25,1159533,8723422,19057,2022-08-10 06:45:40
2022-06-26,1159589,8723671,19065,2022-08-10 06:45:40
2022-06-27,1160234,8725297,19074,2022-08-10 06:45:40
2022-06-28,1160709,8726558,19081,2022-08-10 06:45:40
2022-06-29,1161163,8727735,19087,2022-08-10 06:45:40
2022-06-30,1161589,8728870,19093,2022-08-10 06:45:40
2022-07-01,1162096,8730127,19100,2022-08-10 06:45:40
2022-07-02,1162158,8730442,19105,2022-08-10 06:45:40
2022-07-03,1162213,8730701,19108,2022-08-10 06:45:40
2022-07-04,1162877,8732236,19109,2022-08-10 06:45:40
2022-07-05,1163495,8733643,19114,2022-08-10 06:45:40
2022-07-06,1163570,8733929,19116,2022-08-10 06:45:40
2022-07-07,1164326,8735520,19120,2022-08-10 06:45:40
2022-07-08,1164991,8736945,19125,2022-08-10 06:45:40
2022-07-09,1165087,8737313,19128,2022-08-10 06:45:40
2022-07-10,1165144,8737542,19131,2022-08-10 06:45:40
2022-07-11,1166171,8739457,19134,2022-08-10 06:45:40
2022-07-12,1166996,8741135,19140,2022-08-10 06:45:40
2022-07-13,1167803,8742786,19142,2022-08-10 06:45:40
2022-07-14,1168629,8744516,19145,2022-08-10 06:45:40
2022-07-15,1169537,8746286,19149,2022-08-10 06:45:40
2022-07-16,1169645,8746601,19154,2022-08-10 06:45:40
2022-07-17,1169724,8746889,19156,2022-08-10 06:45:40
2022-07-18,1171140,8749309,19161,2022-08-10 06:45:40
2022-07-19,1172276,8751428,19167,2022-08-10 06:45:40
2022-07-20,1173426,8753490,19171,2022-08-10 06:45:40
2022-07-21,1174577,8755692,19176,2022-08-10 06:45:40
2022-07-22,1175788,8757814,19181,2022-08-10 06:45:40
2022-07-23,1175956,8758261,19184,2022-08-10 06:45:40
2022-07-24,1176061,8758574,19189,2022-08-10 06:45:40
2022-07-25,1177949,8761664,19196,2022-08-10 06:45:40
2022-07-26,1179441,8764287,19200,2022-08-10 06:45:40
2022-07-27,1180760,8766664,19207,2022-08-10 06:45:40
2022-07-28,1182063,8769087,19210,2022-08-10 06:45:40
2022-07-29,1183366,8771422,19214,2022-08-10 06:45:40
2022-07-30,1183489,8771887,19217,2022-08-10 06:45:40
2022-07-31,1183603,8772181,19224,2022-08-10 06:45:40
2022-08-01,1185672,8775593,19229,2022-08-10 06:45:40
2022-08-02,1187260,8778351,19233,2022-08-10 06:45:40
2022-08-03,1188825,8780975,19242,2022-08-10 06:45:40
2022-08-04,1190227,8783511,19247,2022-08-10 06:45:40
2022-08-05,1191762,8786074,19254,2022-08-10 06:45:40
2022-08-06,1191934,8786535,19261,2022-08-10 06:45:40
2022-08-07,1192020,8786830,19271,2022-08-10 06:45:40
2022-08-08,1193955,8790189,19282,2022-08-10 06:45:40
